,F,L,E,I,delta,theta
820,2745.8303,7.9853134,199.51532,7322.627,31.899593,0.34332633
821,4285.176,10.921561,134.71658,10504.992,131.48761,1.0346988
822,3365.7114,9.933301,177.17041,11274.361,55.049488,0.47629234
823,4027.5322,7.278949,135.69855,10363.01,36.81821,0.43471828
824,4763.3994,7.827778,142.69635,5961.0117,89.53202,0.9830006
825,2810.3796,9.90123,141.52644,12873.946,49.90704,0.43319812
826,2761.7417,9.769164,149.68936,13287.808,43.150883,0.37961745
827,3198.579,8.69817,131.11157,5465.0977,97.92205,0.9675346
828,3372.9785,6.8913918,161.71935,13185.629,17.256403,0.21520741
829,2749.756,6.656085,151.88402,5621.463,31.656872,0.40875497
830,3139.8738,7.972327,181.69449,11615.269,25.129007,0.2708969
831,3456.7642,9.4191675,139.87973,9234.24,74.54698,0.68019193
832,4172.842,8.233475,155.014,9140.352,54.793148,0.5719486
833,4887.744,6.409794,131.40048,7308.9043,44.67557,0.5990181
834,4610.763,7.8873014,108.12731,13043.895,53.46803,0.5826122
835,3658.7524,10.995415,170.23337,10227.258,93.11996,0.72785527
836,3405.4749,6.433702,156.39789,9187.098,21.039238,0.28104958
837,3884.229,6.559762,129.97581,9340.828,30.102314,0.3943898
838,3438.7676,10.071573,133.09476,12761.611,68.94568,0.58833355
839,3303.1448,10.987517,163.07607,13959.013,64.15938,0.50185066
840,4015.8057,6.095093,140.95915,6936.4365,31.000069,0.43711552
841,2279.5996,6.238904,182.6738,5508.706,18.337341,0.252605
842,2224.345,7.7182856,152.83215,6455.6567,34.5532,0.3847524
843,3506.076,10.992587,168.88684,7056.7163,130.25708,1.0183927
844,3045.353,7.081109,171.78482,5823.5947,36.028343,0.4372773
845,2758.0679,8.713749,137.73169,7876.002,56.073692,0.5530546
846,2103.586,10.540817,171.63324,7759.122,61.666294,0.502791
847,4504.79,7.614978,186.89667,9467.828,37.47204,0.42291453
848,3440.2341,7.7333364,152.30092,10783.365,32.293167,0.35888693
849,2694.0872,6.8219166,159.78464,12390.585,14.400674,0.18142214
850,2888.984,8.595989,151.81677,6530.878,61.690765,0.61679125
851,3894.3545,10.8334465,184.61838,6275.753,142.4536,1.1301097
852,2412.1477,9.522282,128.89023,7539.8965,71.43653,0.6447527
853,3596.3389,10.257225,123.42151,6183.613,169.51021,1.420299
854,3481.5022,8.334372,171.78769,9742.379,40.14273,0.41395006
855,4010.9941,8.102903,106.48429,6087.5166,109.73043,1.1638588
856,4095.0437,8.053365,150.80162,9292.474,50.87824,0.5429609
857,2519.9312,9.925867,127.00545,8884.186,72.80023,0.63034487
858,4147.6865,8.17218,183.00168,6015.282,68.54683,0.7208807
859,4632.677,6.3645105,103.448044,7468.356,51.529804,0.6958367
860,3596.5693,7.6221294,180.31662,11466.994,25.675018,0.28949985
861,4264.1816,9.478388,199.46783,8209.931,73.91039,0.6701699
862,2932.1187,10.937433,160.117,5528.2915,144.47015,1.1352111
863,3797.9438,8.04542,146.66867,13161.025,34.15437,0.3648476
864,3938.2976,6.3233404,199.2175,8097.01,20.57666,0.27966762
865,2807.1768,6.6592054,128.63239,10042.355,21.390942,0.2760713
866,4426.126,6.532984,145.99332,13118.776,21.47885,0.2825617
867,2081.7542,9.507759,128.10475,11740.693,39.653698,0.35844243
868,2936.546,10.342822,143.09793,5862.717,129.09232,1.0726925
869,2617.4185,9.239336,160.86694,13474.802,31.74571,0.2952964
870,2609.5444,9.361987,156.67807,8245.609,55.24801,0.5071804
871,2591.0728,10.128701,140.55624,10647.906,59.966034,0.5088214
872,2086.5637,10.209301,100.00797,11503.346,64.33386,0.54157364
873,3757.4253,9.99283,152.56021,11070.719,73.99759,0.63641864
874,3203.275,9.898,148.5189,12575.77,55.4369,0.48135492
875,2236.984,9.176475,157.52184,7469.2344,48.972507,0.4586594
876,3499.383,9.790407,188.31252,12844.293,45.256725,0.39727956
877,3250.128,6.784587,198.60046,12360.543,13.782615,0.17459111
878,4118.79,6.881863,120.33588,5553.337,66.9603,0.8362289
879,2325.0708,9.172357,146.88228,7822.244,52.054348,0.4877418
880,3078.012,8.889055,129.96632,13388.87,41.41342,0.40040487
881,3808.7515,6.302195,103.91772,6159.9834,49.64411,0.67700183
882,4135.83,6.6787543,113.61704,5428.202,66.592964,0.8569329
883,3613.4746,6.5098114,196.92805,12279.166,13.741447,0.18141699
884,3906.4973,10.485559,179.15305,11085.697,75.58818,0.61954975
885,4999.451,10.134497,176.85754,9993.389,98.14569,0.8323059
886,2980.3818,7.184124,177.78717,13088.398,15.830155,0.18937613
887,4522.3174,8.877202,110.27605,9721.581,98.36715,0.95233065
888,4792.0825,7.924982,155.25096,13887.829,36.874767,0.39989394
889,2173.0757,10.673315,196.53574,6513.7383,68.79862,0.5539803
890,3862.8413,6.235663,122.0957,5632.57,45.39693,0.6256879
891,4349.674,6.6761494,194.4797,8521.424,26.03317,0.33513126
892,3266.0193,6.418587,163.14192,13874.7295,12.718201,0.1702943
893,4327.8477,9.9549465,185.17719,5652.5127,135.96857,1.1738522
894,3551.0208,7.2502813,128.58061,11356.514,30.894129,0.36621407
895,4641.925,9.989025,173.05089,10652.27,83.662384,0.7198151
896,3532.2974,9.345081,105.67561,7594.5117,119.73211,1.1011372
897,2539.6665,7.278019,146.82523,5809.558,38.260548,0.45180592
898,4639.1577,7.8265247,166.67755,11384.277,39.069893,0.42902946
899,3946.1064,7.4882936,164.99472,11187.592,29.92192,0.34341598
900,4776.1543,9.602936,191.8404,9382.301,78.3285,0.7010188
901,3872.365,7.4974194,199.13284,11278.086,24.22212,0.27766058
902,4296.5107,9.348423,195.48785,11960.84,50.041267,0.46004868
903,4435.267,8.678599,183.56961,6330.5596,83.15809,0.82350975
904,3752.58,6.503484,185.1531,5610.082,33.1243,0.43773824
905,3151.3013,6.92847,143.54851,8751.707,27.809248,0.34495768
906,3809.8018,6.7665653,111.197655,8852.383,39.969635,0.5076633
907,2454.125,9.809987,131.43864,7771.5117,75.605286,0.6623654
908,3551.2449,9.041703,144.38678,10684.389,56.719578,0.53913385
909,3017.8784,8.4371395,122.980675,6046.767,81.246765,0.8276081
910,3594.8364,7.011397,175.55853,13872.697,16.958548,0.20787299
911,2312.362,6.0229816,167.55136,8594.444,11.695086,0.16688055
912,4416.534,7.615284,158.0676,6986.3433,58.87432,0.6644368
913,2116.081,6.5866437,162.07803,8780.965,14.162411,0.18479358
914,4142.3623,6.013341,193.9226,5936.718,26.079512,0.3727327
915,4487.841,6.115599,168.21158,5606.1265,36.283943,0.50990504
916,2125.256,6.867014,106.15303,10802.314,20.005278,0.25037476
917,4855.265,6.0696483,113.70596,8265.052,38.508217,0.54526025
918,2384.924,9.279314,172.03748,7063.157,52.27319,0.48414674
919,3205.4502,9.4354315,156.81396,11575.324,49.446453,0.45038846
920,4277.297,9.507669,174.38458,13015.237,53.989605,0.48803392
921,3024.3457,6.011263,100.064,10004.564,21.874153,0.31273708
922,4836.7773,10.045898,103.85654,7257.5586,216.85866,1.8552475
923,2838.271,8.987409,180.66132,11948.777,31.816135,0.30424735
924,3299.1736,9.778346,181.98228,7950.288,71.067024,0.62462103
925,2519.4722,7.885558,104.76445,7416.922,52.99659,0.577603
926,2804.106,9.700537,168.97926,8622.6455,58.55803,0.5188055
927,4963.7686,6.1289625,110.95779,8406.51,40.83924,0.5726702
928,4628.095,9.351519,187.86539,13844.259,48.507732,0.44580272
929,3610.4458,10.4824095,165.68951,8692.384,96.247406,0.7891177
930,3623.3337,9.550914,199.43935,5448.2764,96.83935,0.8714066
931,2227.1072,6.143468,100.7004,8070.8735,21.179167,0.2962847
932,4632.4214,7.798191,101.86619,11150.803,64.466225,0.71048063
933,3275.1074,8.18954,183.8051,11445.852,28.502117,0.29911038
934,2874.3591,9.809885,194.39116,6481.2993,71.79148,0.62895983
935,2306.266,7.5539947,180.634,6330.0913,28.980692,0.32972047
936,4733.2715,8.859567,183.24149,8219.612,72.84546,0.7066491
937,4211.2812,7.6223726,107.88644,9787.756,58.872643,0.66379994
938,4403.493,8.102854,186.19067,5796.719,72.35189,0.767407
939,3655.318,8.450234,102.79265,11571.6455,61.809193,0.62863445
940,2482.1445,7.064459,161.17007,8655.432,20.910736,0.2543925
941,4114.4517,6.764766,117.24826,12117.711,29.882856,0.3796498
942,3672.9937,10.563843,130.14023,10841.166,102.30035,0.8322793
943,4003.362,10.600498,158.85344,8781.906,113.945465,0.92381424
944,3126.4873,8.424313,130.341,9093.887,52.566402,0.536275
945,2792.1272,10.663922,142.08885,10883.307,72.986755,0.5882215
946,4731.3975,10.426464,102.60878,7161.5576,243.2693,2.0052297
947,4002.825,6.9252963,102.85634,8333.426,51.70181,0.64162505
948,2891.2112,7.5066023,169.36816,11559.479,20.821825,0.23839067
949,3633.9485,6.7828827,128.83607,5483.589,53.505455,0.6779499
950,3173.937,9.308274,119.58052,8604.131,82.93104,0.76570565
951,3371.725,8.563225,130.27089,10436.713,51.907703,0.5209648
952,4341.1387,8.157158,109.121574,7179.287,100.25523,1.0562872
953,2306.1226,10.356167,110.02999,11630.334,66.71985,0.553694
954,4857.55,7.522824,179.91861,11729.146,32.66602,0.3731893
955,4509.584,7.131773,175.41211,8847.59,35.133644,0.423389
956,3501.289,6.72281,156.66017,8054.09,28.105032,0.3592917
957,2886.449,7.228177,122.68702,11677.955,25.360838,0.3015426
958,3805.8374,10.909572,166.63504,9753.505,101.350296,0.79841965
959,2507.1375,7.2845235,152.24626,6020.46,35.243908,0.41581178
960,4474.326,7.8121166,114.26636,12093.5205,51.45664,0.5660915
961,2706.709,9.626785,160.75949,13929.95,35.944954,0.32090065
962,3786.612,6.579918,195.52719,13351.36,13.773941,0.1799085
963,2024.2537,6.9826035,100.81969,7017.6426,32.468273,0.3996278
964,4218.312,10.340021,100.280396,13677.844,113.33081,0.94197756
965,4515.423,7.5411425,156.40625,7624.633,54.127197,0.616868
966,4625.87,7.2027316,187.65112,6089.9966,50.419167,0.6016062
967,3622.4375,8.176554,119.575516,12722.473,43.38871,0.45605823
968,4385.6562,8.143769,161.00685,6326.6064,77.513,0.81801814
969,4011.4417,8.956884,185.14926,13636.243,38.056904,0.365166
970,4505.924,9.4165535,165.41582,13910.232,54.503838,0.49744952
971,4346.462,6.572385,160.82054,6475.5127,39.497345,0.5164863
972,2187.608,10.771904,199.88629,12480.146,36.536163,0.2915039
973,3658.1313,6.123117,182.57364,8641.891,17.742258,0.24902914
974,2988.624,9.346712,121.87865,8329.955,80.12283,0.73673505
975,2783.7559,7.794609,154.32182,10182.713,27.964176,0.3083341
976,4549.943,7.444261,175.54361,11199.641,31.824406,0.36741138
977,3285.3135,10.8385515,194.09547,6437.242,111.59738,0.88490504
978,3733.0146,6.090867,100.25336,13912.843,20.158628,0.2844433
979,4444.4443,8.67074,177.07526,12653.089,43.10328,0.42723617
980,4509.6836,10.101961,135.4834,6900.2114,165.76524,1.4102678
981,4300.508,10.734985,101.03894,11624.969,150.981,1.2087451
982,3238.1165,6.3864617,161.0987,10298.93,16.946032,0.22804555
983,2162.908,8.801209,122.77931,11973.039,33.435997,0.32650197
984,2060.023,10.97345,157.0856,9395.211,61.480503,0.4815131
985,3971.4941,6.0511775,117.53765,11022.356,22.641273,0.3215695
986,3482.1992,9.11063,112.37355,10757.652,72.609924,0.6849541
987,2552.282,6.933573,145.75745,13705.442,14.195634,0.17595905
988,4155.099,8.905842,133.20372,10134.362,72.47234,0.69937676
989,4861.535,6.2385387,179.24324,13167.977,16.67013,0.22965187
990,4367.5625,9.730009,154.31091,10244.52,84.8339,0.7493247
991,3288.397,7.945402,189.02792,10949.449,26.563932,0.28733623
992,3702.6875,9.994107,159.37015,8998.83,85.90823,0.7387622
993,2543.2034,8.462406,133.92194,9011.265,42.57003,0.4323385
994,4207.9893,8.143651,183.86667,6117.8564,67.34549,0.71072775
995,2337.577,7.893042,152.73225,13825.52,18.145363,0.19757643
996,4535.589,6.210897,159.38458,7065.311,32.166058,0.44509974
997,2814.8762,7.438098,133.91887,11855.281,24.320368,0.2810102
998,2905.0803,8.583026,150.17944,10538.253,38.688248,0.38739368
999,2243.5828,6.5658836,140.38635,12418.212,12.142734,0.15894145
1000,3137.269,10.694002,145.74913,5241.0234,167.42842,1.3455592
1001,3354.9062,6.8740854,111.006035,9080.188,36.03815,0.45056915
1002,2808.6035,7.52602,149.6925,5187.2524,51.395824,0.58691657
1003,4567.7734,8.165678,108.49779,5957.8706,128.24725,1.3498011
1004,4360.8555,6.4748435,139.24347,11089.068,25.554554,0.33919773
1005,2176.1543,8.4802475,178.97731,8436.925,29.296238,0.29690477
1006,3349.9539,7.296142,115.23248,12505.633,30.096558,0.3545173
1007,4004.3198,6.4074025,116.29741,12857.064,23.482357,0.31497318
1008,4947.196,8.561321,137.79117,9511.024,78.9608,0.7926559
1009,3141.331,10.713221,136.2933,8163.7583,115.71455,0.92828584
1010,4420.895,9.115623,158.46437,12621.418,55.80952,0.5261818
1011,3415.9658,10.561974,158.30078,13790.576,61.455673,0.50007004
1012,2924.6855,8.475552,175.35483,10043.941,33.70078,0.34173217
1013,4417.9414,7.6274023,115.55597,5744.567,98.441666,1.1092163
1014,2163.3647,10.5148945,146.47144,11381.359,50.28937,0.411041
1015,4756.7007,7.168705,177.96457,8748.895,37.5163,0.44977278
1016,4998.243,6.1872373,193.24857,6184.3813,33.019764,0.45866022
1017,3090.4634,9.047157,146.35272,10468.7295,49.790215,0.4729832
1018,4092.533,9.745937,121.06899,9605.219,108.592926,0.9576169
1019,4995.8066,7.005588,164.37314,9566.686,36.41043,0.44667858
1020,3952.2273,9.379911,178.47388,13976.965,43.584225,0.3993415
1021,4086.5999,7.613042,118.762505,11784.13,42.947575,0.48483542
1022,4050.7905,8.196667,120.98533,12340.82,49.802784,0.52219206
1023,2886.3118,7.946455,172.09991,9537.403,29.412468,0.31810609
1024,3866.1475,7.965268,146.4967,8610.221,51.631676,0.5570956
1025,2700.5396,6.465842,102.77507,11187.401,21.1635,0.28130427
1026,4780.871,9.112709,121.170746,6133.0435,162.27606,1.5304558
1027,2857.2285,7.8423905,170.27664,13752.477,19.617025,0.21498023
1028,3842.9077,10.411589,133.04121,10059.285,108.028015,0.89172983
1029,3065.482,8.917278,184.51144,5317.207,73.852905,0.7117856
1030,4250.1465,6.455447,189.527,6901.4834,29.137217,0.38791418
1031,3524.725,6.5981145,157.2735,11669.958,18.388176,0.23951502
1032,4324.78,7.197091,146.04626,10538.513,34.917564,0.41696614
1033,3093.8252,9.697193,134.12865,11722.621,59.808975,0.53007126
1034,2619.7825,6.885886,147.47171,5062.3794,38.190918,0.4766659
1035,4075.0896,7.3563175,159.10104,9477.805,35.86051,0.4189574
1036,2655.8281,8.953874,111.80745,12181.213,46.6606,0.44787127
1037,2268.454,6.766755,138.05022,11985.906,14.159311,0.17983556
1038,4079.5405,7.2689366,108.40995,9744.385,49.44007,0.58455056
1039,2597.8528,10.766963,180.68774,5050.8267,118.435455,0.9453714
1040,2936.188,7.1782656,118.15819,13432.689,22.808376,0.27307928
1041,3125.457,7.6670704,195.67719,11228.455,21.370783,0.23955476
1042,3606.5112,10.288002,137.11096,11257.819,84.8072,0.7084604
1043,2980.4912,9.06021,121.35624,12212.199,49.856915,0.47293454
1044,2960.1472,10.462249,174.02266,12159.581,53.40019,0.4386636
1045,3122.9922,6.2975254,157.45395,8991.69,18.363884,0.25061584
1046,4551.1875,9.749614,184.6228,12480.633,61.015995,0.5378612
1047,3949.141,8.117605,170.87349,12558.006,32.814804,0.34742075
1048,2777.8433,6.898384,101.83303,10614.63,28.12128,0.35034958
1049,2463.1548,7.429259,181.62451,6032.48,30.728159,0.35547164
1050,3534.7554,6.081815,140.5843,12644.01,14.911317,0.21071564
1051,3980.5479,10.229438,127.90144,7295.365,152.21391,1.2788409
1052,3468.6108,8.020297,181.75269,13337.639,24.606272,0.26367518
1053,4378.0854,6.048639,186.46652,6697.162,25.860937,0.3674519
1054,4761.665,10.6380415,106.05347,9189.9,196.05908,1.5839415
1055,3939.6362,10.119263,145.47884,7760.07,120.53579,1.0237198
1056,3994.6973,9.533707,191.06033,7036.039,85.832,0.7737512
1057,4370.245,10.946826,169.36435,8015.793,140.76047,1.1051122
1058,2986.1306,10.757635,192.12347,12400.235,52.014885,0.41555136
1059,3766.0723,10.836396,132.86507,10986.711,109.431786,0.8679056
1060,4712.7266,10.738813,122.41788,9084.967,174.92491,1.3999394
1061,2781.7039,10.531693,192.99548,5885.8213,95.35205,0.77811843
1062,3616.7437,9.154472,170.84116,7007.0635,77.26234,0.72535133
1063,2913.5613,8.290636,197.99911,12055.674,23.185246,0.24034648
1064,2346.6143,8.595074,129.11517,7397.916,51.99751,0.5199324
1065,4294.507,7.4610558,117.89666,6030.075,83.63127,0.96334594
1066,4698.581,9.674644,144.13936,7031.86,139.92577,1.2430156
1067,2689.647,8.572427,102.921005,7995.296,68.63519,0.6881085
1068,4062.1804,9.089815,169.59875,7500.1953,79.948044,0.755904
1069,3959.9656,6.889631,186.87943,11881.443,19.441393,0.24251874
1070,4085.697,7.5586786,162.00284,9446.139,38.433117,0.4369921
1071,4325.6963,10.374256,145.05966,13747.539,80.72983,0.6687918
1072,4900.3867,8.743154,174.79031,5357.436,116.58403,1.1460006
1073,4638.501,9.36273,118.262436,7240.544,148.1992,1.3603708
1074,2187.4844,6.3174815,198.91216,10994.908,8.406259,0.1143596
1075,2911.959,7.429435,100.28282,12259.027,32.377914,0.37454748
1076,4296.6543,8.436374,102.10274,7652.1094,110.067215,1.1212853
1077,2643.6929,8.237661,138.18492,11300.041,31.547207,0.32913253
1078,3794.5352,10.095862,190.84222,7021.089,97.137886,0.8269116
1079,2856.9438,7.745538,155.00629,6774.5557,42.141026,0.4675924
1080,3797.9155,10.5864935,169.20229,11960.816,74.218704,0.6025251
1081,4231.911,8.01648,113.349655,9225.984,69.491806,0.7450128
1082,3971.4678,9.472372,168.23428,6206.918,107.74956,0.97762126
1083,4589.6533,6.73993,144.41283,9325.947,34.779728,0.44349077
1084,3319.4973,8.924334,170.04118,13460.443,34.360935,0.3309048
1085,4314.3066,6.0626574,185.31213,10527.402,16.42683,0.23286518
1086,3984.933,6.3550286,171.73401,8599.449,23.08476,0.312192
1087,3027.272,6.8999867,145.7468,8684.814,26.18879,0.3261978
1088,2440.6006,9.199892,146.92004,6818.1064,63.2381,0.5907585
1089,4872.3193,8.693768,118.64099,12059.716,74.58762,0.7373482
1090,3052.7725,8.7419615,131.9149,9574.361,53.826504,0.52917725
1091,4629.838,8.226529,182.49191,7175.2725,65.61641,0.68550354
1092,4445.505,10.600624,129.95016,9760.752,139.16628,1.128279
1093,3439.5977,10.949,181.05199,10890.922,76.32062,0.59907514
1094,2260.9875,9.561721,130.1734,9690.549,52.22933,0.4694532
1095,3620.7568,10.488137,138.35506,9131.975,110.20809,0.90308577
1096,2774.8694,8.376445,151.06412,5269.841,68.287575,0.7006414
1097,3890.3225,7.58092,104.11673,9364.346,57.94716,0.6569376
1098,2903.7676,8.986023,149.50075,8060.413,58.28309,0.5574282
1099,4656.129,10.143839,144.9602,9442.379,118.35335,1.0027487
1100,2146.6458,8.113621,145.50818,6735.7275,38.995216,0.41305754
1101,3096.1934,6.5804205,140.00479,11197.868,18.758127,0.24499075
1102,3736.5479,9.32559,189.41885,6713.8228,79.4301,0.73201966
1103,3643.0955,7.862711,186.89935,8045.8887,39.254047,0.42906788
1104,4732.3047,7.296571,116.11214,7431.166,71.01878,0.8365046
1105,3026.0535,10.079056,173.22635,7234.5957,82.411285,0.7027173
1106,2302.6182,8.415144,110.78087,9564.113,43.169388,0.440888
1107,4493.125,7.070938,107.43393,7497.625,65.734474,0.79896915
1108,3919.145,7.00407,165.28409,7552.1436,35.960045,0.44124892
1109,4488.1143,10.854401,150.73483,9974.282,127.252106,1.0075648
1110,2612.2168,10.12612,126.67468,11391.314,62.654667,0.53177065
1111,2618.9817,6.707353,101.77481,7358.818,35.173565,0.4506912
1112,2894.0796,8.501195,130.64319,11898.921,38.127186,0.3854506
1113,3606.646,8.445913,166.69998,10835.177,40.100574,0.40805417
1114,4008.2888,9.69166,103.719925,12974.082,90.384384,0.80151033
1115,2638.018,6.3588433,101.42673,9935.348,22.436514,0.30324325
1116,3358.7734,8.537155,156.34363,13192.393,33.77499,0.34001333
1117,3240.7495,9.332975,113.97979,5444.956,141.50192,1.3030353
1118,4868.655,9.772258,106.195984,10811.06,131.9156,1.1601526
1119,2959.0393,8.761408,130.73569,5632.997,90.07774,0.88360363
1120,4953.6055,7.2608232,141.94995,11402.531,39.05002,0.46222055
1121,2580.005,6.0999637,104.564735,7773.616,24.01445,0.3383446
1122,2881.908,9.851284,116.61362,8577.416,91.8188,0.80103713
1123,2371.7854,10.782408,153.2784,13311.454,48.573,0.38716227
1124,4605.051,7.7452,102.85142,13712.855,50.56766,0.56111795
1125,2468.4822,6.265865,142.97227,8371.568,16.91193,0.2319669
1126,4120.8994,9.231464,117.71487,6909.584,132.86156,1.2369227
1127,2948.8062,6.7472534,115.338135,11959.041,21.889544,0.2788198
1128,4994.7637,6.8665876,169.65155,7506.665,42.32643,0.5297666
1129,3711.585,9.181465,111.51552,7383.843,116.293755,1.0885748
1130,2197.3748,8.262593,112.10829,6115.9023,60.260643,0.62680316
1131,3758.1555,8.329948,178.51407,13971.858,29.030449,0.2995197
1132,3682.369,10.742371,159.34831,9766.894,97.7693,0.78219724
1133,2049.1875,8.061495,195.53564,10379.842,17.63155,0.1879701
1134,3801.036,10.021775,136.63522,6883.326,135.59813,1.162848
1135,4931.1436,7.7219415,125.84924,11597.75,51.853916,0.57712376
1136,3931.6643,10.36026,145.37268,5232.952,191.57442,1.5892082
1137,3492.023,9.262681,150.25296,8193.653,75.138985,0.6971762
1138,3189.0466,10.727745,188.13222,8812.302,79.16121,0.63418776
1139,3898.6104,9.371948,100.19601,12148.365,87.88403,0.80592376
1140,2831.7268,7.614456,146.43997,9080.727,31.337656,0.35370526
1141,4977.1484,9.589635,172.11761,10146.246,83.77893,0.75083864
1142,4796.6875,10.629946,122.46585,12940.918,121.18064,0.9797519
1143,4200.75,8.973833,124.59296,11084.44,73.27103,0.7017269
1144,2941.2822,9.652572,174.16339,13155.867,38.482937,0.3426408
1145,2091.5679,6.741192,102.090744,7966.459,26.260866,0.33480066
1146,2636.4907,9.854591,161.8478,12281.639,42.31143,0.36900565
1147,4958.4424,6.1367774,111.29067,8802.494,38.992462,0.5460773
1148,2123.1821,10.710054,174.85309,9173.984,54.2013,0.43494257
1149,2067.7808,9.532559,107.24798,10461.611,53.21378,0.4797649
1150,3391.8894,8.664521,180.74023,13838.523,29.404213,0.29166135
1151,3977.2256,6.1601167,102.668365,9518.229,31.712685,0.44244358
1152,2007.0618,10.773403,107.971664,9019.405,85.903435,0.6852854
1153,2107.3677,10.094103,150.73685,7738.711,61.93473,0.5273275
1154,3508.1553,10.804671,189.39941,6657.5,116.97753,0.93047506
1155,2996.8489,9.482777,107.18022,12084.883,65.76473,0.59603447
1156,4545.02,9.341944,127.697014,8566.323,112.91487,1.0387899
1157,3930.6665,7.8524165,193.91412,7984.181,40.974636,0.44846204
1158,2197.966,7.475496,141.61513,10476.865,20.629028,0.2371661
1159,2148.0361,9.491007,170.71423,10268.189,34.921555,0.31622425
1160,4530.128,9.367014,101.900085,8769.517,138.8809,1.2742517
1161,3234.0186,8.41895,134.27596,13260.786,36.126637,0.36879367
1162,2843.8142,8.897646,124.60839,12253.47,43.731968,0.42241347
1163,3972.4712,9.358784,192.15306,10596.371,53.3081,0.48953944
1164,3205.1973,6.0841084,170.75198,7368.24,19.124706,0.2701542
1165,4217.371,6.289141,113.51622,7635.7744,40.344433,0.55132306
1166,3880.3853,7.8344903,158.06134,13412.993,29.338266,0.3218382
1167,2850.5396,10.20265,149.42532,10429.025,64.75554,0.54547864
1168,2297.7659,9.719706,129.45651,5414.7446,100.33257,0.8871616
1169,4312.013,6.1138453,121.44617,8894.237,30.409525,0.42747334
1170,2598.784,7.749378,133.40807,10512.388,28.745245,0.31879616
1171,3334.0938,8.235737,189.41132,10714.807,30.589592,0.3192163
1172,3705.0923,9.321102,114.15739,13317.947,65.78672,0.6065755
1173,2627.0498,10.545303,114.382835,9644.341,93.087395,0.7586574
1174,4317.087,8.554679,134.57404,8957.699,74.73482,0.7508152
1175,2444.9185,6.554035,150.86981,12681.88,11.991774,0.15724924
1176,3868.4097,8.653398,163.6106,8835.356,57.80104,0.5740674
1177,3660.4263,7.5345974,151.5004,10949.842,31.46074,0.35885814
1178,4050.3665,6.972145,137.96371,6129.369,54.11175,0.6670203
1179,2027.8743,9.884726,119.682495,7911.0117,68.95265,0.5995152
1180,3586.6482,8.16412,141.02837,6105.779,75.55237,0.7953397
1181,4231.259,9.681295,129.87233,9947.477,99.06475,0.8794266
1182,2539.6743,10.446646,190.39644,5971.999,84.88068,0.69830614
1183,3871.1768,8.745705,101.32952,12927.992,65.89298,0.6475274
1184,3505.8774,9.908121,118.10705,7504.802,128.24321,1.1123896
1185,4772.525,7.3192863,109.320496,6415.9004,88.935265,1.0442852
1186,3182.38,9.895539,140.86215,9770.809,74.68346,0.6486326
1187,3510.2478,8.599875,188.96367,7379.344,53.369965,0.5333578
1188,2847.594,10.161324,193.82697,6805.965,75.49249,0.6385095
1189,3130.3206,10.890148,106.47224,12795.1875,98.92042,0.7806673
1190,3929.4155,6.6088643,147.83365,10947.949,23.360445,0.3037863
1191,2053.3328,10.873302,179.3483,10237.355,47.922283,0.37878248
1192,4637.911,10.408405,172.03987,11712.802,86.509514,0.7143212
1193,4578.6514,6.486078,190.9552,7996.301,27.273582,0.36138818
1194,4135.243,9.232854,148.6131,9967.658,73.23816,0.6817347
1195,4622.896,6.4647303,116.405365,13842.295,25.838245,0.34349978
1196,3033.0703,9.310966,183.07652,7553.293,59.0169,0.5447479
1197,3841.6628,8.8866005,132.85428,11313.202,59.792107,0.5782586
1198,3576.312,6.1134715,175.88931,13283.883,11.657713,0.16388503
1199,2462.758,9.407547,137.67818,8871.098,55.961216,0.5112398
1200,2923.3315,7.813299,171.2547,13202.763,20.556677,0.22611655
1201,2967.4846,10.991943,194.9713,8317.82,81.004745,0.6333589
1202,3129.1199,10.94002,196.49277,8601.595,80.803406,0.6347833
1203,2168.092,9.363026,104.49675,10647.151,53.317394,0.48940295
1204,2445.0652,10.470608,116.92599,8804.24,90.882835,0.7459744
1205,3357.556,9.402952,129.32666,8318.325,86.49096,0.7905337
1206,3271.8154,10.865244,118.114944,8622.696,137.35295,1.0864567
1207,2138.3806,8.269183,197.975,10420.912,19.535992,0.20304239
1208,3820.501,9.117876,145.58406,7014.3594,94.53187,0.89104265
1209,4316.7417,8.087043,116.83297,6063.4297,107.42868,1.14168
1210,4749.2207,8.456279,127.75053,5973.335,125.446754,1.2749525
1211,4762.4053,7.7458344,122.381775,13926.74,43.285606,0.48027414
1212,2451.8508,7.510613,170.39948,9620.719,21.121422,0.24169165
1213,3019.2769,9.946195,106.38744,11514.426,80.838806,0.6985167
1214,2788.4045,9.572818,103.379845,5189.9175,151.9699,1.3643683
1215,3775.1157,7.396405,100.711945,8841.505,57.1826,0.664442
1216,3901.9521,6.2967463,171.52621,5981.247,31.650969,0.4320009
1217,3833.7295,9.722393,174.72273,9111.398,73.770935,0.6521177
1218,4376.5557,6.2003207,118.946045,13508.635,21.64174,0.29997975
1219,4291.366,8.389372,162.39893,12765.856,40.740795,0.41736305
1220,2694.8796,6.348893,186.90924,7875.174,15.617852,0.21141565
1221,4529.7227,10.593327,157.26508,7055.4844,161.76639,1.3124111
1222,4511.853,10.535692,139.42093,5817.917,216.83405,1.7687981
1223,3698.5024,6.4453955,153.69412,7280.8706,29.49937,0.39334813
